Orthogroup	HabuProteins	HumanProteins
OG0018940		NP_001349806.1
OG0018941		NP_001349824.1
OG0018942		NP_001349825.1
OG0018943		NP_001349826.1
OG0018944		NP_001349859.1
OG0018945		NP_001349860.1
OG0018946		NP_001350.1
OG0018947		NP_001350183.1
OG0018948		NP_001350317.1
OG0018949		NP_001350318.1
OG0018950		NP_001350319.1
OG0018951		NP_001350320.1
OG0018952		NP_001350321.1
OG0018953		NP_001350322.1
OG0018954		NP_001350323.1
OG0018955		NP_001350324.1
OG0018956		NP_001350325.1
OG0018957		NP_001350326.1
OG0018958		NP_001350327.1
OG0018959		NP_001350328.1
OG0018960		NP_001350329.1
OG0018961		NP_001350338.1
OG0018962		NP_001350339.1
OG0018963		NP_001350341.1
OG0018964		NP_001350420.1
OG0018965		NP_001350440.1
OG0018966		NP_001350448.1
OG0018967		NP_001350452.1
OG0018968		NP_001350461.1
OG0018969		NP_001350466.1
OG0018970		NP_001350481.1
OG0018971		NP_001350484.1
OG0018972		NP_001350501.1
OG0018973		NP_001350527.1
OG0018974		NP_001350581.1
OG0018975		NP_001350583.1
OG0018976		NP_001350599.1
OG0018977		NP_001350677.1
OG0018978		NP_001350766.1
OG0018979		NP_001350769.1
OG0018980		NP_001350779.1
OG0018981		NP_001350784.1
OG0018982		NP_001350811.1
OG0018983		NP_001350819.1
OG0018984		NP_001350867.1
OG0018985		NP_001350922.1
OG0018986		NP_001350923.1
OG0018987		NP_001350928.1
OG0018988		NP_001351014.1
OG0018989		NP_001351154.1
OG0018990		NP_001351155.1
OG0018991		NP_001351156.1
OG0018992		NP_001351157.1
OG0018993		NP_001351158.1
OG0018994		NP_001351159.1
OG0018995		NP_001351160.1
OG0018996		NP_001351161.1
OG0018997		NP_001351162.1
OG0018998		NP_001351163.1
OG0018999		NP_001351164.1
OG0019000		NP_001351165.1
OG0019001		NP_001351166.1
OG0019002		NP_001351167.1
OG0019003		NP_001351168.1
OG0019004		NP_001351170.1
OG0019005		NP_001351171.1
OG0019006		NP_001351172.1
OG0019007		NP_001351173.1
OG0019008		NP_001351174.1
OG0019009		NP_001351175.1
OG0019010		NP_001351176.1
OG0019011		NP_001351177.1
OG0019012		NP_001351179.1
OG0019013		NP_001351228.1
OG0019014		NP_001351390.1
OG0019015		NP_001351446.1
OG0019016		NP_001351451.1
OG0019017		NP_001351452.1
OG0019018		NP_001351497.1
OG0019019		NP_001351498.1
OG0019020		NP_001351499.1
OG0019021		NP_001351500.1
OG0019022		NP_001351536.1
OG0019023		NP_001351538.1
OG0019024		NP_001351540.1
OG0019025		NP_001351605.1
OG0019026		NP_001351618.1
OG0019027		NP_001351676.1
OG0019028		NP_001351929.1
OG0019029		NP_001351930.1
OG0019030		NP_001351931.1
OG0019031		NP_001351932.1
OG0019032		NP_001351933.1
OG0019033		NP_001351998.1
OG0019034		NP_001352017.1
OG0019035		NP_001352126.1
OG0019036		NP_001352155.1
OG0019037		NP_001352181.1
OG0019038		NP_001352233.1
OG0019039		NP_001352270.1
OG0019040		NP_001352372.1
OG0019041		NP_001352384.1
OG0019042		NP_001352465.1
OG0019043		NP_001352513.1
OG0019044		NP_001352622.1
OG0019045		NP_001352703.1
OG0019046		NP_001352707.1
OG0019047		NP_001352717.1
OG0019048		NP_001352777.1
OG0019049		NP_001352934.1
OG0019050		NP_001353039.1
OG0019051		NP_001353070.1
OG0019052		NP_001353074.1
OG0019053		NP_001353076.1
OG0019054		NP_001353078.1
OG0019055		NP_001353082.1
OG0019056		NP_001353152.1
OG0019057		NP_001353153.1
OG0019058		NP_001353154.1
OG0019059		NP_001353398.1
OG0019060		NP_001353399.1
OG0019061		NP_001353400.1
OG0019062		NP_001353401.1
OG0019063		NP_001353408.1
OG0019064		NP_001353448.1
OG0019065		NP_001353449.1
OG0019066		NP_001353450.1
OG0019067		NP_001353451.1
OG0019068		NP_001353452.1
OG0019069		NP_001353488.1
OG0019070		NP_001353581.1
OG0019071		NP_001354292.1
OG0019072		NP_001354294.1
OG0019073		NP_001354319.1
OG0019074		NP_001354388.1
OG0019075		NP_001354509.1
OG0019076		NP_001354666.1
OG0019077		NP_001354667.1
OG0019078		NP_001354668.1
OG0019079		NP_001354669.1
OG0019080		NP_001354671.1
OG0019081		NP_001354682.1
OG0019082		NP_001354685.1
OG0019083		NP_001354786.1
OG0019084		NP_001354802.1
OG0019085		NP_001354878.1
OG0019086		NP_001355089.1
OG0019087		NP_001355700.1
OG0019088		NP_001355811.1
OG0019089		NP_001355821.1
OG0019090		NP_001355822.1
OG0019091		NP_001355823.1
OG0019092		NP_001355828.1
OG0019093		NP_001355829.1
OG0019094		NP_001355830.1
OG0019095		NP_001355831.1
OG0019096		NP_001355832.1
OG0019097		NP_001355833.1
OG0019098		NP_001355834.1
OG0019099		NP_001355835.1
OG0019100		NP_001355836.1
OG0019101		NP_001355837.1
OG0019102		NP_001355838.1
OG0019103		NP_001355839.1
OG0019104		NP_001355847.1
OG0019105		NP_001355848.1
OG0019106		NP_001355849.1
OG0019107		NP_001355851.1
OG0019108		NP_001355852.1
OG0019109		NP_001355853.1
OG0019110		NP_001355854.1
OG0019111		NP_001355855.1
OG0019112		NP_001355856.1
OG0019113		NP_001355857.1
OG0019114		NP_001355859.1
OG0019115		NP_001355883.1
OG0019116		NP_001356052.1
OG0019117		NP_001356054.2
OG0019118		NP_001356132.1
OG0019119		NP_001356145.1
OG0019120		NP_001356185.1
OG0019121		NP_001356299.1
OG0019122		NP_001356301.1
OG0019123		NP_001356302.1
OG0019124		NP_001356303.1
OG0019125		NP_001356334.1
OG0019126		NP_001356484.1
OG0019127		NP_001356489.1
OG0019128		NP_001356490.1
OG0019129		NP_001356491.1
OG0019130		NP_001356492.1
OG0019131		NP_001356496.1
OG0019132		NP_001356497.1
OG0019133		NP_001356498.1
OG0019134		NP_001356499.1
OG0019135		NP_001356500.1
OG0019136		NP_001356501.1
OG0019137		NP_001356502.1
OG0019138		NP_001356503.1
OG0019139		NP_001356504.1
OG0019140		NP_001356505.1
OG0019141		NP_001356507.1
OG0019142		NP_001356510.1
OG0019143		NP_001356511.1
OG0019144		NP_001356512.1
OG0019145		NP_001356513.1
OG0019146		NP_001356514.1
OG0019147		NP_001356515.1
OG0019148		NP_001356583.1
OG0019149		NP_001356598.1
OG0019150		NP_001356599.1
OG0019151		NP_001356600.1
OG0019152		NP_001356601.1
OG0019153		NP_001356842.1
OG0019154		NP_001356843.1
OG0019155		NP_001356844.1
OG0019156		NP_001357032.1
OG0019157		NP_001357033.1
OG0019158		NP_001357034.1
OG0019159		NP_001357035.1
OG0019160		NP_001357036.1
OG0019161		NP_001357037.1
OG0019162		NP_001357038.1
OG0019163		NP_001357039.1
OG0019164		NP_001357040.1
OG0019165		NP_001357041.1
OG0019166		NP_001357042.1
OG0019167		NP_001357043.1
OG0019168		NP_001357044.1
OG0019169		NP_001357045.1
OG0019170		NP_001357046.1
OG0019171		NP_001357048.1
OG0019172		NP_001357049.1
OG0019173		NP_001357050.1
OG0019174		NP_001357051.1
OG0019175		NP_001357052.1
OG0019176		NP_001357053.1
OG0019177		NP_001357154.1
OG0019178		NP_001357257.1
OG0019179		NP_001357280.1
OG0019180		NP_001357343.1
OG0019181		NP_001357387.1
OG0019182		NP_001357388.1
OG0019183		NP_001357458.1
OG0019184		NP_001357477.1
OG0019185		NP_001357510.1
OG0019186		NP_001357568.2
OG0019187		NP_001357938.1
OG0019188		NP_001358012.1
OG0019189		NP_001358013.1
OG0019190		NP_001358015.1
OG0019191		NP_001358016.1
OG0019192		NP_001358017.1
OG0019193		NP_001358043.1
OG0019194		NP_001358075.1
OG0019195		NP_001358085.1
OG0019196		NP_001358087.1
OG0019197		NP_001358099.1
OG0019198		NP_001358118.1
OG0019199		NP_001358173.1
OG0019200		NP_001358201.1
OG0019201		NP_001358321.1
OG0019202		NP_001358322.1
OG0019203		NP_001358424.1
OG0019204		NP_001358426.1
OG0019205		NP_001358427.1
OG0019206		NP_001358443.1
OG0019207		NP_001358462.1
OG0019208		NP_001358463.1
OG0019209		NP_001358465.1
OG0019210		NP_001358586.1
OG0019211		NP_001358654.1
OG0019212		NP_001358655.1
OG0019213		NP_001358657.1
OG0019214		NP_001358848.1
OG0019215		NP_001359020.1
OG0019216		NP_001359021.1
OG0019217		NP_001359022.1
OG0019218		NP_001359023.1
OG0019219		NP_001359024.1
OG0019220		NP_001359025.1
OG0019221		NP_001359026.1
OG0019222		NP_001359027.1
OG0019223		NP_001359028.1
OG0019224		NP_001359029.1
OG0019225		NP_001359030.1
OG0019226		NP_001359032.1
OG0019227		NP_001359034.1
OG0019228		NP_001359108.1
OG0019229		NP_001361198.1
OG0019230		NP_001361235.1
OG0019231		NP_001361236.1
OG0019232		NP_001361237.1
OG0019233		NP_001361238.1
OG0019234		NP_001361239.1
OG0019235		NP_001361240.1
OG0019236		NP_001361241.1
OG0019237		NP_001361242.1
OG0019238		NP_001361244.1
OG0019239		NP_001361513.1
OG0019240		NP_001361552.1
OG0019241		NP_001361611.1
OG0019242		NP_001361612.1
OG0019243		NP_001361613.1
OG0019244		NP_001361624.1
OG0019245		NP_001361665.1
OG0019246		NP_001361707.1
OG0019247		NP_001362508.1
OG0019248		NP_001362541.1
OG0019249		NP_001362543.1
OG0019250		NP_001362544.1
OG0019251		NP_001362545.1
OG0019252		NP_001362546.1
OG0019253		NP_001362549.1
OG0019254		NP_001362550.1
OG0019255		NP_001362551.1
OG0019256		NP_001362552.1
OG0019257		NP_001362553.1
OG0019258		NP_001362554.1
OG0019259		NP_001362555.1
OG0019260		NP_001362556.1
OG0019261		NP_001362557.1
OG0019262		NP_001362558.1
OG0019263		NP_001362559.1
OG0019264		NP_001362560.1
OG0019265		NP_001362586.1
OG0019266		NP_001362591.1
OG0019267		NP_001362592.1
OG0019268		NP_001362595.1
OG0019269		NP_001362596.1
OG0019270		NP_001362597.1
OG0019271		NP_001362598.1
OG0019272		NP_001362599.1
OG0019273		NP_001362615.1
OG0019274		NP_001362616.1
OG0019275		NP_001362617.1
OG0019276		NP_001362619.1
OG0019277		NP_001362624.1
OG0019278		NP_001362633.1
OG0019279		NP_001362639.1
OG0019280		NP_001362640.1
OG0019281		NP_001362646.1
OG0019282		NP_001362650.1
OG0019283		NP_001362651.1
OG0019284		NP_001362657.1
OG0019285		NP_001362659.1
OG0019286		NP_001362660.1
OG0019287		NP_001362664.1
OG0019288		NP_001362670.1
OG0019289		NP_001362672.1
OG0019290		NP_001362676.1
OG0019291		NP_001362677.1
OG0019292		NP_001362680.1
OG0019293		NP_001362683.1
OG0019294		NP_001362687.1
OG0019295		NP_001362702.1
OG0019296		NP_001362710.1
OG0019297		NP_001362721.1
OG0019298		NP_001362730.1
OG0019299		NP_001362742.1
OG0019300		NP_001362743.1
OG0019301		NP_001362874.1
OG0019302		NP_001362875.1
OG0019303		NP_001362876.1
OG0019304		NP_001362879.1
OG0019305		NP_001362920.1
OG0019306		NP_001363191.1
OG0019307		NP_001363332.1
OG0019308		NP_001363447.1
OG0019309		NP_001363448.1
OG0019310		NP_001363449.1
OG0019311		NP_001363450.1
OG0019312		NP_001363451.1
OG0019313		NP_001363452.1
OG0019314		NP_001363453.1
OG0019315		NP_001363454.1
OG0019316		NP_001363476.1
OG0019317		NP_001363670.1
OG0019318		NP_001363671.1
OG0019319		NP_001363818.1
OG0019320		NP_001363866.1
OG0019321		NP_001363867.1
OG0019322		NP_001364063.1
OG0019323		NP_001364064.1
OG0019324		NP_001364065.1
OG0019325		NP_001364084.1
OG0019326		NP_001364147.1
OG0019327		NP_001364151.1
OG0019328		NP_001364152.1
OG0019329		NP_001364153.1
OG0019330		NP_001364154.1
OG0019331		NP_001364155.1
OG0019332		NP_001364260.1
OG0019333		NP_001364280.1
OG0019334		NP_001364429.1
OG0019335		NP_001364453.1
OG0019336		NP_001364454.1
OG0019337		NP_001364455.1
OG0019338		NP_001364456.1
OG0019339		NP_001364457.1
OG0019340		NP_001364458.1
OG0019341		NP_001364864.1
OG0019342		NP_001364866.1
OG0019343		NP_001364867.1
OG0019344		NP_001364928.1
OG0019345		NP_001365021.1
OG0019346		NP_001365022.1
OG0019347		NP_001365023.1
OG0019348		NP_001365024.1
OG0019349		NP_001365025.1
OG0019350		NP_001365026.1
OG0019351		NP_001365036.1
OG0019352		NP_001365066.1
OG0019353		NP_001365069.1
OG0019354		NP_001365190.1
OG0019355		NP_001365191.1
OG0019356		NP_001365192.1
OG0019357		NP_001365193.1
OG0019358		NP_001365411.1
OG0019359		NP_001365440.1
OG0019360		NP_001365441.1
OG0019361		NP_001365442.1
OG0019362		NP_001365443.1
OG0019363		NP_001365491.1
OG0019364		NP_001365493.1
OG0019365		NP_001365494.1
OG0019366		NP_001365495.1
OG0019367		NP_001365550.1
OG0019368		NP_001365690.1
OG0019369		NP_001365714.1
OG0019370		NP_001365852.1
OG0019371		NP_001365903.1
OG0019372		NP_001366230.1
OG0019373		NP_001366272.1
OG0019374		NP_001366295.1
OG0019375		NP_001366332.1
OG0019376		NP_001368813.1
OG0019377		NP_001368814.1
OG0019378		NP_001368815.1
OG0019379		NP_001368816.1
OG0019380		NP_001368819.1
OG0019381		NP_001368878.1
OG0019382		NP_001368879.1
OG0019383		NP_001368928.1
OG0019384		NP_001369156.1
OG0019385		NP_001369209.1
OG0019386		NP_001369225.1
OG0019387		NP_001369237.1
OG0019388		NP_001369239.1
OG0019389		NP_001369243.1
OG0019390		NP_001369244.1
OG0019391		NP_001369245.1
OG0019392		NP_001369258.1
OG0019393		NP_001369259.1
OG0019394		NP_001369260.1
OG0019395		NP_001369261.1
OG0019396		NP_001369262.1
OG0019397		NP_001369268.1
OG0019398		NP_001369269.1
OG0019399		NP_001369270.1
OG0019400		NP_001369274.1
OG0019401		NP_001369295.1
OG0019402		NP_001369296.1
OG0019403		NP_001369297.1
OG0019404		NP_001369325.1
OG0019405		NP_001369425.1
OG0019406		NP_001369445.1
OG0019407		NP_001369446.1
OG0019408		NP_001369545.1
OG0019409		NP_001369551.1
OG0019410		NP_001369682.1
OG0019411		NP_001369683.1
OG0019412		NP_001369684.1
OG0019413		NP_001370.1
OG0019414		NP_001371063.1
OG0019415		NP_001371118.1
OG0019416		NP_001371352.1
OG0019417		NP_001371358.1
OG0019418		NP_001371509.1
OG0019419		NP_001371510.1
OG0019420		NP_001371511.1
OG0019421		NP_001371512.1
OG0019422		NP_001371513.1
OG0019423		NP_001371514.1
OG0019424		NP_001371515.1
OG0019425		NP_001371516.1
OG0019426		NP_001371517.1
OG0019427		NP_001371518.1
OG0019428		NP_001371519.1
OG0019429		NP_001371520.1
OG0019430		NP_001371521.1
OG0019431		NP_001371522.1
OG0019432		NP_001371523.1
OG0019433		NP_001371524.1
OG0019434		NP_001371526.1
OG0019435		NP_001371598.1
OG0019436		NP_001371730.1
OG0019437		NP_001371833.1
OG0019438		NP_001371845.1
OG0019439		NP_001371847.1
OG0019440		NP_001371848.1
OG0019441		NP_001371849.1
OG0019442		NP_001371854.1
OG0019443		NP_001371855.1
OG0019444		NP_001371856.1
OG0019445		NP_001371857.1
OG0019446		NP_001371858.1
OG0019447		NP_001371860.1
OG0019448		NP_001371864.1
OG0019449		NP_001371865.1
OG0019450		NP_001371866.1
OG0019451		NP_001371867.1
OG0019452		NP_001371879.1
OG0019453		NP_001371967.1
OG0019454		NP_001372137.1
OG0019455		NP_001372138.1
OG0019456		NP_001372139.1
OG0019457		NP_001372140.1
OG0019458		NP_001372141.1
OG0019459		NP_001372182.1
OG0019460		NP_001372194.1
OG0019461		NP_001372231.1
OG0019462		NP_001372252.1
OG0019463		NP_001372253.1
OG0019464		NP_001372254.1
OG0019465		NP_001372255.1
OG0019466		NP_001372256.1
OG0019467		NP_001372257.1
OG0019468		NP_001372258.1
OG0019469		NP_001372259.1
OG0019470		NP_001372329.1
OG0019471		NP_001372580.1
OG0019472		NP_001372622.1
OG0019473		NP_001372623.1
OG0019474		NP_001372624.1
OG0019475		NP_001372625.1
OG0019476		NP_001372628.1
OG0019477		NP_001372629.1
OG0019478		NP_001372630.1
OG0019479		NP_001372631.1
OG0019480		NP_001372632.1
OG0019481		NP_001372634.1
OG0019482		NP_001372636.1
OG0019483		NP_001372638.1
OG0019484		NP_001372787.1
OG0019485		NP_001372788.1
OG0019486		NP_001372792.1
OG0019487		NP_001372793.1
OG0019488		NP_001372794.1
OG0019489		NP_001373038.1
OG0019490		NP_001373376.1
OG0019491		NP_001373606.1
OG0019492		NP_001373666.1
OG0019493		NP_001373723.1
OG0019494		NP_001373729.1
OG0019495		NP_001373770.1
OG0019496		NP_001373854.1
OG0019497		NP_001373920.1
OG0019498		NP_001373921.1
OG0019499		NP_001373979.1
OG0019500		NP_001373980.1
OG0019501		NP_001373981.1
OG0019502		NP_001373982.1
OG0019503		NP_001373983.1
OG0019504		NP_001373984.1
OG0019505		NP_001373986.1
OG0019506		NP_001374057.1
OG0019507		NP_001374058.1
OG0019508		NP_001374059.1
OG0019509		NP_001374130.1
OG0019510		NP_001374205.1
OG0019511		NP_001374366.1
OG0019512		NP_001374445.1
OG0019513		NP_001374446.1
OG0019514		NP_001374447.1
OG0019515		NP_001374485.1
OG0019516		NP_001374496.1
OG0019517		NP_001374795.1
OG0019518		NP_001374796.1
OG0019519		NP_001375290.1
OG0019520		NP_001375330.1
OG0019521		NP_001375331.1
OG0019522		NP_001375357.1
OG0019523		NP_001376554.1
OG0019524		NP_001378862.1
OG0019525		NP_001378938.1
OG0019526		NP_001378968.1
OG0019527		NP_001378969.1
OG0019528		NP_001378972.1
OG0019529		NP_001378973.1
OG0019530		NP_001378974.1
OG0019531		NP_001378975.1
OG0019532		NP_001378976.1
OG0019533		NP_001378977.1
OG0019534		NP_001378978.1
OG0019535		NP_001378979.1
OG0019536		NP_001378980.1
OG0019537		NP_001378981.1
OG0019538		NP_001378982.1
OG0019539		NP_001378983.1
OG0019540		NP_001378984.1
OG0019541		NP_001378985.1
OG0019542		NP_001378986.1
OG0019543		NP_001378987.1
OG0019544		NP_001378988.1
OG0019545		NP_001378989.1
OG0019546		NP_001378990.1
OG0019547		NP_001378991.1
OG0019548		NP_001378992.1
OG0019549		NP_001378993.1
OG0019550		NP_001378994.1
OG0019551		NP_001378995.1
OG0019552		NP_001378996.1
OG0019553		NP_001380315.1
OG0019554		NP_001380316.1
OG0019555		NP_001380317.1
OG0019556		NP_001380318.1
OG0019557		NP_001380319.1
OG0019558		NP_001380375.1
OG0019559		NP_001380376.1
OG0019560		NP_001380377.1
OG0019561		NP_001380378.1
OG0019562		NP_001380379.1
OG0019563		NP_001380380.1
OG0019564		NP_001380381.1
OG0019565		NP_001380382.1
OG0019566		NP_001380383.1
OG0019567		NP_001380384.1
OG0019568		NP_001380385.1
OG0019569		NP_001380386.1
OG0019570		NP_001380387.1
OG0019571		NP_001380848.1
OG0019572		NP_001380991.1
OG0019573		NP_001381061.1
OG0019574		NP_001381077.1
OG0019575		NP_001381078.1
OG0019576		NP_001381127.1
OG0019577		NP_001381153.1
OG0019578		NP_001381154.1
OG0019579		NP_001381155.1
OG0019580		NP_001381156.1
OG0019581		NP_001381157.1
OG0019582		NP_001381252.1
OG0019583		NP_001381254.1
OG0019584		NP_001381268.1
OG0019585		NP_001381279.1
OG0019586		NP_001381294.1
OG0019587		NP_001381295.1
OG0019588		NP_001381296.1
OG0019589		NP_001381425.1
OG0019590		NP_001381716.1
OG0019591		NP_001381736.1
OG0019592		NP_001381737.1
OG0019593		NP_001381738.1
OG0019594		NP_001381739.1
OG0019595		NP_001381740.1
OG0019596		NP_001381741.1
OG0019597		NP_001381743.1
OG0019598		NP_001381744.1
OG0019599		NP_001381745.1
OG0019600		NP_001381746.1
OG0019601		NP_001381747.1
OG0019602		NP_001381748.1
OG0019603		NP_001381749.1
OG0019604		NP_001381750.1
OG0019605		NP_001381751.1
OG0019606		NP_001381752.1
OG0019607		NP_001381753.1
OG0019608		NP_001381755.1
OG0019609		NP_001381756.1
OG0019610		NP_001381792.1
OG0019611		NP_001381793.1
OG0019612		NP_001381795.1
OG0019613		NP_001381825.1
OG0019614		NP_001381826.1
OG0019615		NP_001381887.1
OG0019616		NP_001381933.1
OG0019617		NP_001381934.1
OG0019618		NP_001381935.1
OG0019619		NP_001381937.1
OG0019620		NP_001381987.1
OG0019621		NP_001382105.1
OG0019622		NP_001382106.1
OG0019623		NP_001382107.1
OG0019624		NP_001382108.1
OG0019625		NP_001382109.1
OG0019626		NP_001382110.1
OG0019627		NP_001382111.1
OG0019628		NP_001382112.1
OG0019629		NP_001382113.1
OG0019630		NP_001382115.1
OG0019631		NP_001382116.1
OG0019632		NP_001382117.1
OG0019633		NP_001382118.1
OG0019634		NP_001382150.1
OG0019635		NP_001382152.1
OG0019636		NP_001382165.1
OG0019637		NP_001382179.1
OG0019638		NP_001382180.1
OG0019639		NP_001382184.1
OG0019640		NP_001382207.2
OG0019641		NP_001382219.1
OG0019642		NP_001382318.1
OG0019643		NP_001382319.1
OG0019644		NP_001382322.1
OG0019645		NP_001382324.1
OG0019646		NP_001382325.1
OG0019647		NP_001382326.1
OG0019648		NP_001382327.1
OG0019649		NP_001382328.1
OG0019650		NP_001382335.1
OG0019651		NP_001382341.1
OG0019652		NP_001382344.1
OG0019653		NP_001382345.1
OG0019654		NP_001382364.1
OG0019655		NP_001382388.1
OG0019656		NP_001382397.1
OG0019657		NP_001382484.1
OG0019658		NP_001382581.1
OG0019659		NP_001382582.1
OG0019660		NP_001382583.1
OG0019661		NP_001382586.1
OG0019662		NP_001382800.1
OG0019663		NP_001382801.1
OG0019664		NP_001382846.1
OG0019665		NP_001382882.1
OG0019666		NP_001382883.1
OG0019667		NP_001382888.1
OG0019668		NP_001382889.1
OG0019669		NP_001382891.1
OG0019670		NP_001382908.1
OG0019671		NP_001382909.1
OG0019672		NP_001382911.1
OG0019673		NP_001382919.1
OG0019674		NP_001382937.1
OG0019675		NP_001382949.1
OG0019676		NP_001382951.1
OG0019677		NP_001382965.1
OG0019678		NP_001382979.1
OG0019679		NP_001382980.1
OG0019680		NP_001382985.1
OG0019681		NP_001382987.1
OG0019682		NP_001382990.1
OG0019683		NP_001382996.1
OG0019684		NP_001382999.1
OG0019685		NP_001383035.1
OG0019686		NP_001384425.1
OG0019687		NP_001386720.1
OG0019688		NP_001386722.1
OG0019689		NP_001386942.1
OG0019690		NP_001386943.1
OG0019691		NP_001386944.1
OG0019692		NP_001386945.1
OG0019693		NP_001386946.1
OG0019694		NP_001386947.1
OG0019695		NP_001386948.1
OG0019696		NP_001386949.1
OG0019697		NP_001386950.1
OG0019698		NP_001386951.1
OG0019699		NP_001386954.1
OG0019700		NP_001386955.1
OG0019701		NP_001386956.1
OG0019702		NP_001387003.1
OG0019703		NP_001387306.1
OG0019704		NP_001387578.1
OG0019705		NP_001387579.1
OG0019706		NP_001387581.1
OG0019707		NP_001387612.1
OG0019708		NP_001387613.1
OG0019709		NP_001387614.1
OG0019710		NP_001387615.1
OG0019711		NP_001387616.1
OG0019712		NP_001387617.1
OG0019713		NP_001387618.1
OG0019714		NP_001387619.1
OG0019715		NP_001387620.1
OG0019716		NP_001387621.1
OG0019717		NP_001387622.1
OG0019718		NP_001387623.1
OG0019719		NP_001387624.1
OG0019720		NP_001387625.1
OG0019721		NP_001387626.1
OG0019722		NP_001387627.1
OG0019723		NP_001387630.1
OG0019724		NP_001387631.1
OG0019725		NP_001387632.1
OG0019726		NP_001387633.1
OG0019727		NP_001387635.1
OG0019728		NP_001387637.1
OG0019729		NP_001387639.1
OG0019730		NP_001387641.1
OG0019731		NP_001387642.1
OG0019732		NP_001387644.1
OG0019733		NP_001387645.1
OG0019734		NP_001387646.1
OG0019735		NP_001387647.1
OG0019736		NP_001387648.1
OG0019737		NP_001387649.1
OG0019738		NP_001387650.1
OG0019739		NP_001387651.1
OG0019740		NP_001387652.1
OG0019741		NP_001387653.1
OG0019742		NP_001387654.1
OG0019743		NP_001387655.1
OG0019744		NP_001387656.1
OG0019745		NP_001387657.1
OG0019746		NP_001387658.1
OG0019747		NP_001387659.1
OG0019748		NP_001387660.1
OG0019749		NP_001387661.1
OG0019750		NP_001387662.1
OG0019751		NP_001387663.1
OG0019752		NP_001387664.1
OG0019753		NP_001387665.1
OG0019754		NP_001387666.1
OG0019755		NP_001387667.1
OG0019756		NP_001387668.1
OG0019757		NP_001387669.1
OG0019758		NP_001387670.1
OG0019759		NP_001387671.1
OG0019760		NP_001387672.1
OG0019761		NP_001387673.1
OG0019762		NP_001387674.1
OG0019763		NP_001387675.1
OG0019764		NP_001387676.1
OG0019765		NP_001387677.1
OG0019766		NP_001387682.1
OG0019767		NP_001387683.1
OG0019768		NP_001387684.1
OG0019769		NP_001387685.1
OG0019770		NP_001387686.1
OG0019771		NP_001387687.1
OG0019772		NP_001387688.1
OG0019773		NP_001387691.1
OG0019774		NP_001387692.1
OG0019775		NP_001387693.1
OG0019776		NP_001387694.1
OG0019777		NP_001387842.1
OG0019778		NP_001388269.1
OG0019779		NP_001392157.1
OG0019780		NP_001392404.1
OG0019781		NP_001392405.1
OG0019782		NP_001392406.1
OG0019783		NP_001392407.1
OG0019784		NP_001392410.1
OG0019785		NP_001392413.1
OG0019786		NP_001392414.1
OG0019787		NP_001392415.1
OG0019788		NP_001392416.1
OG0019789		NP_001392417.1
OG0019790		NP_001392418.1
OG0019791		NP_001392419.1
OG0019792		NP_001393294.1
OG0019793		NP_001393488.1
OG0019794		NP_001393952.1
OG0019795		NP_001393953.1
OG0019796		NP_001393955.1
OG0019797		NP_001393956.1
OG0019798		NP_001393962.1
OG0019799		NP_001393972.1
OG0019800		NP_001394043.1
OG0019801		NP_001394375.1
OG0019802		NP_001394376.1
OG0019803		NP_001394377.1
OG0019804		NP_001394378.1
OG0019805		NP_001394380.1
OG0019806		NP_001394381.1
OG0019807		NP_001394382.1
OG0019808		NP_001394383.1
OG0019809		NP_001394384.1
OG0019810		NP_001394385.1
OG0019811		NP_001394386.1
OG0019812		NP_001394387.1
OG0019813		NP_001394388.1
OG0019814		NP_001394389.1
OG0019815		NP_001394396.1
OG0019816		NP_001394398.1
OG0019817		NP_001394399.1
OG0019818		NP_001394400.1
OG0019819		NP_001394401.1
OG0019820		NP_001397.1
OG0019821		NP_001397121.1
OG0019822		NP_001397635.1
OG0019823		NP_001397644.1
OG0019824		NP_001397691.1
OG0019825		NP_001397692.1
OG0019826		NP_001397696.1
OG0019827		NP_001397697.1
OG0019828		NP_001397735.1
OG0019829		NP_001397743.1
OG0019830		NP_001397781.1
OG0019831		NP_001397795.1
OG0019832		NP_001397801.1
OG0019833		NP_001397816.1
OG0019834		NP_001397818.1
OG0019835		NP_001397838.1
OG0019836		NP_001397841.1
OG0019837		NP_001397964.1
OG0019838		NP_001397965.1
OG0019839		NP_001397984.1
OG0019840		NP_001397985.1
OG0019841		NP_001398010.1
OG0019842		NP_001398069.1
OG0019843		NP_001398073.1
OG0019844		NP_001398077.1
OG0019845		NP_001399.1
OG0019846		NP_001399663.1
OG0019847		NP_001399664.1
OG0019848		NP_001399665.1
OG0019849		NP_001399667.1
OG0019850		NP_001399668.1
OG0019851		NP_001399671.1
OG0019852		NP_001399834.1
OG0019853		NP_001399856.1
OG0019854		NP_001399861.1
OG0019855		NP_001399942.1
OG0019856		NP_001399943.1
OG0019857		NP_001399975.1
OG0019858		NP_001399976.1
OG0019859		NP_001400387.1
OG0019860		NP_001400388.1
OG0019861		NP_001400389.1
OG0019862		NP_001400392.1
OG0019863		NP_001400393.1
OG0019864		NP_001400394.1
OG0019865		NP_001400395.1
OG0019866		NP_001400428.1
OG0019867		NP_001400469.1
OG0019868		NP_001400471.1
OG0019869		NP_001400608.1
OG0019870		NP_001400760.1
OG0019871		NP_001401124.1
