Orthogroup	HabuProteins	HumanProteins
OG0010546	XP_015675818.1	NP_003925.1
OG0010547	XP_015675823.1	NP_005148.2
OG0010548	XP_015675824.1	NP_067632.2
OG0010549	XP_015675826.1	NP_055101.2
OG0010550	XP_015675828.1	XP_011516701.1
OG0010551	XP_015675838.1	NP_079034.3
OG0010552	XP_015675845.1	NP_055991.1
OG0010553	XP_015675846.1	NP_065761.1
OG0010554	XP_015675850.1	NP_001382446.1
OG0010555	XP_015675852.1	NP_055404.1
OG0010556	XP_015675854.1	NP_150284.1
OG0010557	XP_015675858.1	NP_115785.1
OG0010558	XP_015675861.1	XP_011539376.1
OG0010559	XP_015675865.1	NP_689503.3
OG0010560	XP_015675867.1	NP_001269598.1
OG0010561	XP_015675870.1	NP_006338.1
OG0010562	XP_015675876.1	NP_001129688.1
OG0010563	XP_015675877.1	NP_003394.1
OG0010564	XP_015675878.1	NP_001397755.1
OG0010565	XP_015675879.1	NP_001295164.1
OG0010566	XP_015675884.1	NP_057306.2
OG0010567	XP_015675885.1	NP_005442.2
OG0010568	XP_015675887.1	NP_001339750.1
OG0010569	XP_015675888.1	NP_003043.3
OG0010570	XP_015675892.1	NP_001020376.1
OG0010571	XP_015675908.1	NP_057038.2
OG0010572	XP_015675909.1	NP_006694.1
OG0010573	XP_015675911.1	NP_001008703.2
OG0010574	XP_015675916.1	XP_011517379.1
OG0010575	XP_015675917.1	NP_005412.1
OG0010576	XP_015675921.1	NP_113619.3
OG0010577	XP_015675923.1	NP_001035889.1
OG0010578	XP_015675927.1	NP_848652.2
OG0010579	XP_015675929.1	XP_047280496.1
OG0010580	XP_015675933.1, XP_015675934.1	
OG0010581	XP_015675939.1, XP_015684929.2	
OG0010582	XP_015675942.1	NP_001182085.1
OG0010583	XP_015675944.1	NP_116161.2
OG0010584	XP_015675951.1	NP_001289474.1
OG0010585	XP_015675953.1	NP_001308356.1
OG0010586	XP_015675954.1	NP_005721.3
OG0010587	XP_015675957.1	XP_011509871.1
OG0010588	XP_015675959.1	NP_065986.3
OG0010589	XP_015675960.1	NP_001258563.1
OG0010590	XP_015675965.2	NP_001166167.1
OG0010591	XP_015675968.2	XP_011509205.1
OG0010592	XP_015675977.1	NP_077269.3
OG0010593	XP_015675981.1	NP_001138362.1
OG0010594	XP_015675982.1	NP_002172.2
OG0010595	XP_015675986.1, XP_015685343.1	
OG0010596	XP_015675994.1	NP_061861.1
OG0010597	XP_015675996.1	NP_067653.4
OG0010598	XP_015676003.1	NP_006357.1
OG0010599	XP_015676004.1	NP_001137414.1
OG0010600	XP_015676005.1	NP_001177695.1
OG0010601	XP_015676010.1	NP_057339.1
OG0010602	XP_015676011.1	NP_001116079.1
OG0010603	XP_015676018.1	NP_001265478.1
OG0010604	XP_015676019.1	NP_620158.3
OG0010605	XP_015676021.1	NP_588610.2
OG0010606	XP_015676022.1	NP_001186226.1
OG0010607	XP_015676040.1	NP_000066.1
OG0010608	XP_015676042.1	NP_001287733.1
OG0010609	XP_015676044.1	NP_001161299.2
OG0010610	XP_015676045.1, XP_015684779.1	
OG0010611	XP_015676046.1	NP_001248392.1
OG0010612	XP_015676048.1	XP_011538473.1
OG0010613	XP_015676063.1	NP_003390.4
OG0010614	XP_015676064.1	NP_071427.2
OG0010615	XP_015676065.1	NP_001357091.1
OG0010616	XP_015676066.1	NP_001930.2
OG0010617	XP_015676068.1	NP_848566.1
OG0010618	XP_015676069.1	XP_016885452.1
OG0010619	XP_015676070.1	NP_612404.1
OG0010620	XP_015676073.1	XP_047298107.1
OG0010621	XP_015676075.2	NP_065817.2
OG0010622	XP_015676078.1	NP_060426.2
OG0010623	XP_015676080.1	NP_001293135.1
OG0010624	XP_015676081.1	NP_008983.2
OG0010625	XP_015676082.1	NP_067650.1
OG0010626	XP_015676084.1	NP_005633.2
OG0010627	XP_015676085.1	NP_004076.1
OG0010628	XP_015676086.1	NP_001274273.1
OG0010629	XP_015676089.1	NP_066357.3
OG0010630	XP_015676091.1	NP_001164218.1
OG0010631	XP_015676093.1	NP_057108.2
OG0010632	XP_015676097.1	NP_001017536.1
OG0010633	XP_015676098.1	NP_115811.2
OG0010634	XP_015676105.1	XP_005251580.1
OG0010635	XP_015676110.1	NP_004161.4
OG0010636	XP_015676122.1	XP_047305516.1
OG0010637	XP_015676127.1	NP_001287816.1
OG0010638	XP_015676138.1	NP_001186796.1
OG0010639	XP_015676139.1	NP_001815.2
OG0010640	XP_015676153.1	NP_060062.2
OG0010641	XP_015676154.1	NP_000776.1
OG0010642	XP_015676155.1	NP_003398.3
OG0010643	XP_015676158.1	NP_000391.1
OG0010644	XP_015676159.1	NP_006723.2
OG0010645	XP_015676164.1	NP_001014831.1
OG0010646	XP_015676166.2	NP_001073937.1
OG0010647	XP_015676168.1	NP_004868.1
OG0010648	XP_015676170.1	NP_061961.2
OG0010649	XP_015676172.1	NP_002015.1
OG0010650	XP_015676174.1	NP_002016.2
OG0010651	XP_015676176.1	NP_056480.1
OG0010652	XP_015676180.1	NP_006799.1
OG0010653	XP_015676186.1	NP_001244.1
OG0010654	XP_015676195.1	NP_009122.2
OG0010655	XP_015676200.2	NP_001371404.1
OG0010656	XP_015676204.1	NP_004078.2
OG0010657	XP_015676209.1	NP_570847.2
OG0010658	XP_015676211.1	NP_710157.2
OG0010659	XP_015676212.1	NP_689744.3
OG0010660	XP_015676218.1	NP_036419.3
OG0010661	XP_015676223.1	NP_077006.1
OG0010662	XP_015676233.1	NP_064613.2
OG0010663	XP_015676238.1	NP_001372995.1
OG0010664	XP_015676240.1	NP_003017.1
OG0010665	XP_015676241.1	NP_000971.1
OG0010666	XP_015676244.1	NP_695003.1
OG0010667	XP_015676246.1	NP_061330.2
OG0010668	XP_015676254.1	NP_065825.1
OG0010669	XP_015676258.1	NP_001376579.1
OG0010670	XP_015676260.1	NP_803238.1
OG0010671	XP_015676264.1	NP_689801.1
OG0010672	XP_015676266.1	XP_047277349.1
OG0010673	XP_015676270.1	NP_001333739.1
OG0010674	XP_015676275.1	NP_945193.1
OG0010675	XP_015676277.1	NP_001120655.1
OG0010676	XP_015676279.1	NP_001308552.1
OG0010677	XP_015676286.1	NP_570981.1
OG0010678	XP_015676287.1	NP_001193997.1
OG0010679	XP_015676288.1	NP_001308476.1
OG0010680	XP_015676293.1	NP_064587.1
OG0010681	XP_015676294.1	NP_001186127.1
OG0010682	XP_015676297.1	NP_115735.2
OG0010683	XP_015676300.1	NP_001258074.1
OG0010684	XP_015676304.1, XP_015685594.1	
OG0010685	XP_015676309.1	XP_047284551.1
OG0010686	XP_015676346.2	NP_078918.3
OG0010687	XP_015676347.1	NP_775822.3
OG0010688	XP_015676353.1	NP_055134.2
OG0010689	XP_015676363.1	NP_002406.1
OG0010690	XP_015676364.1	NP_001287869.2
OG0010691	XP_015676367.1	XP_047272240.1
OG0010692	XP_015676377.1, XP_015676378.1	
OG0010693	XP_015676381.1	NP_001098117.1
OG0010694	XP_015676382.1	NP_004942.1
OG0010695	XP_015676397.1	NP_001168.1
OG0010696	XP_015676399.1	NP_055318.2
OG0010697	XP_015676410.1	NP_057033.2
OG0010698	XP_015676412.2	NP_001361767.1
OG0010699	XP_015676415.2	NP_036584.1
OG0010700	XP_015676416.1	XP_005256632.1
OG0010701	XP_015676428.1	NP_000697.1
OG0010702	XP_015676436.1	NP_112177.2
OG0010703	XP_015676440.1	NP_001026854.1
OG0010704	XP_015676442.1	NP_919227.2
OG0010705	XP_015676443.1	NP_079051.9
OG0010706	XP_015676444.1	NP_945314.1
OG0010707	XP_015676453.1	NP_001135915.1
OG0010708	XP_015676459.1	NP_001294868.1
OG0010709	XP_015676475.1	NP_004482.4
OG0010710	XP_015676478.1	XP_006723234.1
OG0010711	XP_015676483.1	XP_011524725.1
OG0010712	XP_015676492.1	NP_006238.1
OG0010713	XP_015676497.1	NP_060324.1
OG0010714	XP_015676507.1	NP_001012661.1
OG0010715	XP_015676511.1	NP_001371576.1
OG0010716	XP_015676514.1	NP_001036096.2
OG0010717	XP_015676515.1	NP_001272.2
OG0010718	XP_015676516.1	NP_006224.1
OG0010719	XP_015676519.1	NP_001369477.1
OG0010720	XP_015676520.1	NP_001284630.1
OG0010721	XP_015676524.2	NP_071380.1
OG0010722	XP_015676528.1	NP_060064.2
OG0010723	XP_015676531.1	NP_858062.1
OG0010724	XP_015676534.1	NP_079063.2
OG0010725	XP_015676535.1	NP_001095871.1
OG0010726	XP_015676536.1	NP_115898.2
OG0010727	XP_015676540.1	NP_001184223.1
OG0010728	XP_015676543.1	NP_006699.2
OG0010729	XP_015676546.1	NP_001239267.1
OG0010730	XP_015676547.1	NP_003333.1
OG0010731	XP_015676550.1	XP_047292177.1
OG0010732	XP_015676555.1	NP_056386.2
OG0010733	XP_015676565.1	NP_060901.2
OG0010734	XP_015676569.1	NP_116307.1
OG0010735	XP_015676571.1	NP_054905.2
OG0010736	XP_015676573.1	XP_005249045.2
OG0010737	XP_015676574.1	NP_009144.1
OG0010738	XP_015676576.1	XP_005249355.1
OG0010739	XP_015676579.1	NP_001670.1
OG0010740	XP_015676581.1	NP_001269786.1
OG0010741	XP_015676586.1	NP_009006.2
OG0010742	XP_015676587.1	NP_060222.2
OG0010743	XP_015676588.1	NP_001350739.1
OG0010744	XP_015676593.1	XP_047298088.1
OG0010745	XP_015676594.1	NP_001387441.1
OG0010746	XP_015676595.1	NP_149099.2
OG0010747	XP_015676597.1	NP_064522.4
OG0010748	XP_015676604.1	XP_005266942.1
OG0010749	XP_015676605.1	NP_003786.1
OG0010750	XP_015676607.1	NP_006512.2
OG0010751	XP_015676608.1	NP_009145.1
OG0010752	XP_015676609.1	NP_003260.1
OG0010753	XP_015676617.1	NP_002691.1
OG0010754	XP_015676628.1	NP_001274669.1
OG0010755	XP_015676631.1	NP_037434.2
OG0010756	XP_015676635.1	NP_057109.3
OG0010757	XP_015676639.1	NP_003357.2
OG0010758	XP_015676640.1	NP_001158051.1
OG0010759	XP_015676644.1	NP_060589.1
OG0010760	XP_015676649.1	NP_057377.4
OG0010761	XP_015676657.1	NP_110409.2
OG0010762	XP_015676660.2	NP_079106.3
OG0010763	XP_015676666.1	NP_078868.1
OG0010764	XP_015676676.1	XP_011527998.1
OG0010765	XP_015676681.1	NP_001357714.1
OG0010766	XP_015676683.1	NP_055448.1
OG0010767	XP_015676684.1	XP_047293847.1
OG0010768	XP_015676685.1	NP_006682.2
OG0010769	XP_015676686.1	NP_057506.2
OG0010770	XP_015676687.1	NP_000471.1
OG0010771	XP_015676688.1	NP_001166176.1
OG0010772	XP_015676694.1	XP_024307656.1
OG0010773	XP_015676697.1	XP_016866797.1
OG0010774	XP_015676709.1	NP_036479.1
OG0010775	XP_015676711.1	NP_001362326.1
OG0010776	XP_015676714.1	NP_003634.2
OG0010777	XP_015676720.1	NP_000272.1
OG0010778	XP_015676725.1	XP_011511727.1
OG0010779	XP_015676728.1	XP_047271680.1
OG0010780	XP_015676730.1	NP_115702.1
OG0010781	XP_015676738.1	XP_005268021.1
OG0010782	XP_015676739.1	NP_002779.1
OG0010783	XP_015676748.1	NP_055665.1
OG0010784	XP_015676750.1	NP_057070.3
OG0010785	XP_015676751.1	NP_056170.2
OG0010786	XP_015676761.1	NP_003246.1
OG0010787	XP_015676762.1	NP_001372098.1
OG0010788	XP_015676767.1	NP_005876.2
OG0010789	XP_015676771.1	NP_004155.2
OG0010790	XP_015676778.1	NP_065876.3
OG0010791	XP_015676784.1	NP_001139287.1
OG0010792	XP_015676786.1	NP_075568.1
OG0010793	XP_015676787.1	NP_653171.1
OG0010794	XP_015676789.1	NP_003822.2
OG0010795	XP_015676793.1	NP_001026897.1
OG0010796	XP_015676799.2	NP_001337583.1
OG0010797	XP_015676810.1	NP_001364953.1
OG0010798	XP_015676811.1	NP_078934.3
OG0010799	XP_015676813.1	NP_004757.1
OG0010800	XP_015676816.1	NP_000350.1
OG0010801	XP_015676817.1	NP_006147.1
OG0010802	XP_015676820.1	NP_056138.1
OG0010803	XP_015676821.1	NP_001365498.1
OG0010804	XP_015676822.1	NP_000118.2
OG0010805	XP_015676823.1	NP_542382.1
OG0010806	XP_015676824.1	NP_064576.1
OG0010807	XP_015676826.1	NP_002089.4
OG0010808	XP_015676827.1	NP_001307072.1
OG0010809	XP_015676828.1	NP_001303991.1
OG0010810	XP_015676829.1	NP_001679.2
OG0010811	XP_015676832.1	NP_006138.1
OG0010812	XP_015676834.1	NP_689698.1
OG0010813	XP_015676839.1	NP_001276976.1
OG0010814	XP_015676844.1	NP_001687.1
OG0010815	XP_015676849.1	NP_958816.1
OG0010816	XP_015676856.1	XP_006717272.1
OG0010817	XP_015676858.1	NP_002865.1
OG0010818	XP_015676865.1	NP_060530.3
OG0010819	XP_015676866.1	NP_036546.2
OG0010820	XP_015676873.1	NP_005977.2
OG0010821	XP_015676875.1, XP_015685846.1	
OG0010822	XP_015676876.1	NP_005912.1
OG0010823	XP_015676879.1	NP_714917.2
OG0010824	XP_015676880.1	NP_001037.1
OG0010825	XP_015676881.1	XP_011541518.1
OG0010826	XP_015676885.1	NP_060277.1
OG0010827	XP_015676886.1	NP_001352719.1
OG0010828	XP_015676887.1	NP_000261.2
OG0010829	XP_015676892.1	XP_005271769.1
OG0010830	XP_015676895.1	NP_001091639.1
OG0010831	XP_015676899.1	NP_079045.1
OG0010832	XP_015676901.1	NP_036551.3
OG0010833	XP_015676904.1	NP_001009566.1
OG0010834	XP_015676905.1	NP_005017.3
OG0010835	XP_015676906.1	NP_115691.1
OG0010836	XP_015676914.1	NP_443192.1
OG0010837	XP_015676919.1	NP_079382.2
OG0010838	XP_015676923.1	NP_002622.2
OG0010839	XP_015676932.1	NP_006189.2
OG0010840	XP_015676935.1	NP_003667.1
OG0010841	XP_015676936.1	NP_003019.2
OG0010842	XP_015676937.1	NP_001337165.1
OG0010843	XP_015676939.1	NP_004292.1
OG0010844	XP_015676941.1	XP_047283377.1
OG0010845	XP_015676945.1	NP_000698.1
OG0010846	XP_015676949.1	NP_004883.3
OG0010847	XP_015676950.1	NP_000689.1
OG0010848	XP_015676958.1	NP_001078940.1
OG0010849	XP_015676962.1	NP_660274.1
OG0010850	XP_015676964.1	NP_002793.2
OG0010851	XP_015676968.1	NP_001356376.1
OG0010852	XP_015676969.1	NP_852091.1
OG0010853	XP_015676972.1	NP_085131.1
OG0010854	XP_015676977.2	NP_001070950.1
OG0010855	XP_015676982.1	NP_003155.2
OG0010856	XP_015676984.1	NP_004730.2
OG0010857	XP_015676985.1	NP_036332.2
OG0010858	XP_015676986.1	XP_047282605.1
OG0010859	XP_015676987.1	NP_001273015.1
OG0010860	XP_015676992.1	NP_001073027.1
OG0010861	XP_015676994.1	NP_001372956.1
OG0010862	XP_015676997.1	NP_115550.2
OG0010863	XP_015676998.1	NP_057490.2
OG0010864	XP_015677001.1	XP_024309358.1
OG0010865	XP_015677004.1	NP_037458.3
OG0010866	XP_015677013.2	NP_055428.1
OG0010867	XP_015677017.1	NP_001243468.2
OG0010868	XP_015677030.1	NP_055107.3
OG0010869	XP_015677031.1	NP_783640.1
OG0010870	XP_015677034.1	NP_065775.1
OG0010871	XP_015677035.1	NP_005121.1
OG0010872	XP_015677037.1	NP_001766.2
OG0010873	XP_015677040.1	NP_689619.1
OG0010874	XP_015677041.1	NP_001287944.1
OG0010875	XP_015677044.1	NP_689620.2
OG0010876	XP_015677048.1	NP_006136.1
OG0010877	XP_015677053.1	XP_011534147.1
OG0010878	XP_015677055.1	NP_001132916.1
OG0010879	XP_015677062.1	NP_057036.2
OG0010880	XP_015677064.1	NP_004902.1
OG0010881	XP_015677065.1	NP_569735.1
OG0010882	XP_015677066.1	NP_057501.2
OG0010883	XP_015677067.1	NP_002632.1
OG0010884	XP_015677069.1	NP_003034.2
OG0010885	XP_015677078.1	NP_002178.2
OG0010886	XP_015677079.1	NP_057254.1
OG0010887	XP_015677088.1	NP_116062.2
OG0010888	XP_015677090.1	NP_006293.2
OG0010889	XP_015677095.1	NP_003927.1
OG0010890	XP_015677097.1	NP_006513.1
OG0010891	XP_015677098.1	XP_011510231.1
OG0010892	XP_015677109.1	NP_001265153.1
OG0010893	XP_015677110.1	NP_056972.1
OG0010894	XP_015677112.1	NP_689853.3
OG0010895	XP_015677115.1	NP_775776.2
OG0010896	XP_015677118.1	NP_067675.1
OG0010897	XP_015677119.1	NP_003635.2
OG0010898	XP_015677123.1	NP_001207422.1
OG0010899	XP_015677124.1	NP_061972.1
OG0010900	XP_015677125.1, XP_015685409.1	
OG0010901	XP_015677127.1	NP_009135.4
OG0010902	XP_015677129.2	NP_001157032.1
OG0010903	XP_015677131.1	XP_047289641.1
OG0010904	XP_015677133.1	NP_001018114.2
OG0010905	XP_015677134.1	NP_001035517.1
OG0010906	XP_015677140.1	NP_004035.2
OG0010907	XP_015677143.1	NP_787062.1
OG0010908	XP_015677148.1, XP_015677247.1	
OG0010909	XP_015677149.1	NP_001128712.1
OG0010910	XP_015677150.1	NP_001354107.1
OG0010911	XP_015677155.1	NP_478126.1
OG0010912	XP_015677157.1	NP_062823.1
OG0010913	XP_015677160.1	NP_001099040.1
OG0010914	XP_015677163.1	NP_997274.2
OG0010915	XP_015677165.1	NP_001596.2
OG0010916	XP_015677167.1	NP_149094.3
OG0010917	XP_015677168.1	NP_689479.1
OG0010918	XP_015677172.1	NP_003683.2
OG0010919	XP_015677177.1	NP_001092876.1
OG0010920	XP_015677187.1	XP_016880672.1
OG0010921	XP_015677195.1	NP_060850.2
OG0010922	XP_015677200.1	NP_071324.1
OG0010923	XP_015677205.1	NP_001258691.1
OG0010924	XP_015677208.1	NP_000840.2
OG0010925	XP_015677210.1	NP_001355738.1
OG0010926	XP_015677217.1	NP_055938.2
OG0010927	XP_015677219.1	NP_000854.1
OG0010928	XP_015677228.1	NP_001123917.1
OG0010929	XP_015677229.1	NP_001248353.1
OG0010930	XP_015677231.1	NP_995314.1
OG0010931	XP_015677235.1	NP_001914.3
OG0010932	XP_015677255.1	NP_001167462.1
OG0010933	XP_015677256.1	XP_011543123.1
OG0010934	XP_015677259.1	NP_077003.1
OG0010935	XP_015677262.1	NP_001397928.1
OG0010936	XP_015677267.1	NP_076997.1
OG0010937	XP_015677275.1	XP_016861192.1
OG0010938	XP_015677278.1, XP_029141030.1	
OG0010939	XP_015677281.1	NP_443130.1
OG0010940	XP_015677284.1	NP_001273586.1
OG0010941	XP_015677293.1, XP_015677294.1	
OG0010942	XP_015677300.1	NP_001374251.1
OG0010943	XP_015677301.1	NP_061118.1
OG0010944	XP_015677303.2	NP_001335200.1
OG0010945	XP_015677307.1	NP_003383.4
OG0010946	XP_015677315.1	NP_079120.1
OG0010947	XP_015677316.1	NP_057055.2
OG0010948	XP_015677317.1	XP_047292397.1
OG0010949	XP_015677318.1	NP_002077.1
OG0010950	XP_015677319.1	XP_016880922.1
OG0010951	XP_015677321.1	NP_038465.1
OG0010952	XP_015677323.1	NP_054754.1
OG0010953	XP_015677324.1	NP_003091.2
OG0010954	XP_015677325.1	NP_000934.1
OG0010955	XP_015677326.1	NP_001129711.1
OG0010956	XP_015677327.1	NP_001362334.1
OG0010957	XP_015677332.1	XP_011525856.1
OG0010958	XP_015677333.1	NP_001129465.1
OG0010959	XP_015677336.1	NP_001229.1
OG0010960	XP_015677340.1	XP_024307502.1
OG0010961	XP_015677342.1	NP_005595.2
OG0010962	XP_015677343.1	NP_004520.2
OG0010963	XP_015677345.1	NP_056311.2
OG0010964	XP_015677352.1	XP_005255186.1
OG0010965	XP_015677353.1	NP_001243070.1
OG0010966	XP_015677354.1	NP_036547.1
OG0010967	XP_015677355.1	XP_016869077.1
OG0010968	XP_015677359.1	NP_001238774.1
OG0010969	XP_015677361.1	NP_037495.1
OG0010970	XP_015677362.1	NP_001362229.1
OG0010971	XP_015677363.1	NP_004258.2
OG0010972	XP_015677364.1	NP_001073884.1
OG0010973	XP_015677366.1, XP_015684991.1	
OG0010974	XP_015677368.1	NP_001273510.1
OG0010975	XP_015677371.1	NP_060501.4
OG0010976	XP_015677380.1	NP_001278159.1
OG0010977	XP_015677382.1	NP_001397688.1
OG0010978	XP_015677385.1	NP_000378.1
OG0010979	XP_015677390.1, XP_015685154.1	
OG0010980	XP_015677394.1	NP_000477.1
OG0010981	XP_015677395.1	NP_036438.2
OG0010982	XP_015677397.1	NP_859059.1
OG0010983	XP_015677410.1	XP_047296787.1
OG0010984	XP_015677411.1	NP_543136.1
OG0010985	XP_015677413.1	NP_001229338.1
OG0010986	XP_015677415.2	NP_004766.2
OG0010987	XP_015677419.2	NP_001178253.2
OG0010988	XP_015677429.1	NP_060379.2
OG0010989	XP_015677431.1	NP_872354.1
OG0010990	XP_015677432.2	NP_003128.3
OG0010991	XP_015677434.1	NP_001139247.1
OG0010992	XP_015677437.1	NP_002745.1
OG0010993	XP_015677443.1	NP_004087.1
OG0010994	XP_015677446.1	NP_001265486.1
OG0010995	XP_015677447.1	XP_016881019.1
OG0010996	XP_015677448.1	NP_002558.1
OG0010997	XP_015677451.1	NP_031396.1
OG0010998	XP_015677472.1	NP_085148.1
OG0010999	XP_015677473.1	NP_079103.2
OG0011000	XP_015677497.1	NP_079011.3
OG0011001	XP_015677498.1	NP_003477.4
OG0011002	XP_015677499.1	NP_009151.1
OG0011003	XP_015677500.1	NP_073729.1
OG0011004	XP_015677502.1	NP_065706.2
OG0011005	XP_015677503.1	NP_060036.2
OG0011006	XP_015677504.1	NP_940893.1
OG0011007	XP_015677508.1	NP_000618.4
OG0011008	XP_015677509.1	XP_016857266.1
OG0011009	XP_015677512.1	NP_115508.2
OG0011010	XP_015677514.1	NP_068779.1
OG0011011	XP_015677515.1	NP_000440.1
OG0011012	XP_015677519.1	NP_056517.1
OG0011013	XP_015677527.1	NP_002787.2
OG0011014	XP_015677531.1	NP_004070.3
OG0011015	XP_015677534.1	NP_996925.1
OG0011016	XP_015677536.2	NP_005284.2
OG0011017	XP_015677537.1	NP_116000.1
OG0011018	XP_015677542.1	XP_011518554.1
OG0011019	XP_015677544.1	NP_002795.2
OG0011020	XP_015677547.1	NP_783859.1
OG0011021	XP_015677548.1	NP_060909.2
OG0011022	XP_015677550.1	NP_004542.1
OG0011023	XP_015677553.1	NP_001356309.1
OG0011024	XP_015677556.1	NP_001014437.1
OG0011025	XP_015677566.1	NP_689419.3
OG0011026	XP_015677567.1	NP_056445.3
OG0011027	XP_015677568.1	NP_071356.1
OG0011028	XP_015677569.1	NP_612145.2
OG0011029	XP_015677570.1	NP_060923.2
OG0011030	XP_015677571.1	NP_068733.1
OG0011031	XP_015677576.1, XP_029141507.1	
OG0011032	XP_015677578.1	NP_005306.1
OG0011033	XP_015677584.1	NP_005975.1
OG0011034	XP_015677586.1	NP_002941.1
OG0011035	XP_015677588.1	NP_997300.1
OG0011036	XP_015677590.1	XP_016870818.1
OG0011037	XP_015677591.1	NP_113630.1
OG0011038	XP_015677592.1	NP_060372.2
OG0011039	XP_015677594.1	NP_057196.2
OG0011040	XP_015677598.1	NP_001182464.2
OG0011041	XP_015677599.1	NP_001295029.1
OG0011042	XP_015677600.1	XP_011536880.1
OG0011043	XP_015677603.1	XP_016874530.1
OG0011044	XP_015677607.1	NP_055654.3
OG0011045	XP_015677610.1	NP_001357003.1
OG0011046	XP_015677618.1	NP_001311295.1
OG0011047	XP_015677619.1	NP_060827.2
OG0011048	XP_015677620.2	NP_001185946.1
OG0011049	XP_015677625.1	NP_001182510.1
OG0011050	XP_015677629.1	NP_001355045.1
OG0011051	XP_015677630.1	NP_001499.1
OG0011052	XP_015677631.1	NP_001307269.1
OG0011053	XP_015677636.1	NP_006017.1
OG0011054	XP_015677638.1	NP_005379.3
OG0011055	XP_015677639.1	NP_001094058.1
OG0011056	XP_015677641.1	NP_006617.1
OG0011057	XP_015677646.2	XP_011511447.2
OG0011058	XP_015677655.1	NP_056276.1
OG0011059	XP_015677656.1	NP_067066.1
OG0011060	XP_015677657.1	NP_001161861.2
OG0011061	XP_015677659.1	NP_001273540.1
OG0011062	XP_015677661.1	NP_057301.1
OG0011063	XP_015677666.1	NP_060012.3
OG0011064	XP_015677667.1	NP_001185967.1
OG0011065	XP_015677669.1	NP_001307925.1
OG0011066	XP_015677671.1	NP_004805.2
OG0011067	XP_015677672.1	NP_001018494.1
OG0011068	XP_015677674.1	XP_016875844.1
OG0011069	XP_015677682.1	NP_003932.3
OG0011070	XP_015677689.1	XP_011535508.1
OG0011071	XP_015677695.1	NP_001350617.1
OG0011072	XP_015677696.1	NP_001034568.1
OG0011073	XP_015677697.1	NP_057046.1
OG0011074	XP_015677699.2	NP_062535.2
OG0011075	XP_015677700.1	NP_001924.2
OG0011076	XP_015677701.1	NP_055054.1
OG0011077	XP_015677702.1	NP_001035197.1
OG0011078	XP_015677706.1	NP_006818.3
OG0011079	XP_015677720.1	NP_981947.1
OG0011080	XP_015677721.2	NP_004554.3
OG0011081	XP_015677726.1	NP_001119811.1
OG0011082	XP_015677727.1	NP_001036100.1
OG0011083	XP_015677728.1	NP_001156956.1
OG0011084	XP_015677734.1	NP_060672.2
OG0011085	XP_015677735.1	NP_001278233.1
OG0011086	XP_015677738.1	NP_056299.1
OG0011087	XP_015677739.1	NP_001295139.1
OG0011088	XP_015677740.1	NP_787103.1
OG0011089	XP_015677746.1	NP_005884.2
OG0011090	XP_015677747.1	XP_047278750.1
OG0011091	XP_015677748.1	NP_061819.2
OG0011092	XP_015677753.1	NP_001010874.2
OG0011093	XP_015677754.1	NP_001304772.1
OG0011094	XP_015677755.1	NP_997046.1
OG0011095	XP_015677756.1	NP_001362790.1
OG0011096	XP_015677761.1	NP_476509.1
OG0011097	XP_015677762.1	NP_061944.2
OG0011098	XP_015677764.1	NP_001122402.1
OG0011099	XP_015677766.1	NP_001007560.1
OG0011100	XP_015677768.1	NP_006158.2
OG0011101	XP_015677769.1	NP_003146.1
OG0011102	XP_015677774.1	NP_112586.1
OG0011103	XP_015677776.1	NP_085151.1
OG0011104	XP_015677781.1	NP_001317965.1
OG0011105	XP_015677783.1	NP_036250.2
OG0011106	XP_015677791.1	NP_004057.1
OG0011107	XP_015677792.1	NP_001361336.1
OG0011108	XP_015677794.1	NP_001172112.1
OG0011109	XP_015677795.1	XP_016885310.1
OG0011110	XP_015677798.1	XP_016861691.1
OG0011111	XP_015677799.1	NP_775823.1
OG0011112	XP_015677802.1	NP_116190.3
OG0011113	XP_015677805.1	NP_001032382.1
OG0011114	XP_015677806.1	NP_443107.1
OG0011115	XP_015677810.1	NP_115575.1
OG0011116	XP_015677822.1	NP_569055.1
OG0011117	XP_015677824.1	NP_004558.1
OG0011118	XP_015677826.1	NP_443091.1
OG0011119	XP_015677828.1	NP_004036.1
OG0011120	XP_015677829.1	NP_001296373.1
OG0011121	XP_015677832.1	NP_001278796.1
OG0011122	XP_015677840.1	NP_689594.4
OG0011123	XP_015677844.1	NP_001167621.1
OG0011124	XP_015677848.1	NP_001371930.1
OG0011125	XP_015677857.1	NP_004570.2
OG0011126	XP_015677859.1	NP_001365886.1
OG0011127	XP_015677862.1	NP_055112.2
OG0011128	XP_015677866.1	NP_006288.2
OG0011129	XP_015677868.1	NP_004544.1
OG0011130	XP_015677877.1	NP_005660.4
OG0011131	XP_015677878.1	NP_689837.2
OG0011132	XP_015677879.1	NP_001078846.2
OG0011133	XP_015677884.1	XP_011534364.1
OG0011134	XP_015677887.1	NP_001269791.1
OG0011135	XP_015677895.1	NP_001514.2
OG0011136	XP_015677897.1, XP_015677898.1	
OG0011137	XP_015677903.1	NP_444512.2
OG0011138	XP_015677908.1	NP_060480.1
OG0011139	XP_015677911.1	NP_065834.1
OG0011140	XP_015677916.1	NP_060208.2
OG0011141	XP_015677923.1, XP_015681479.1	
